project,dataset,taxonomy,counts
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedAscomycota,6
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;fumigatus,1430
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,218
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,953
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,903
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,8
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Hyphopichia;pseudoburtonii,51
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,129
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Family_NA;Genus_NA;fungal_sp_212g,1
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Mycoacia;nothofagi,1
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,13
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,144
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;Basidiomycota_sp_D3,65
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,215
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,589
DAH_CF_ITS,Sputum_042512_B,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedsoil_fungus,1
DAH_CF_ITS,Sputum_042512_B,Unknown,382
DAH_CF_ITS,Sputum_042512_C,Eukarya,113
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota,5
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedAscomycota,2
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus,1
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;flavus,1
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;fumigatus,1559
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Neosartorya;hiratsukae,2
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,636
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;africana,4
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,94
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;dubliniensis,812
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,299
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Hyphopichia;pseudoburtonii,4
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae,5
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,77
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;aukubae,4
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;aspera,3
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Genus_NA;unculturedGanoderma,6
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,61
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,214
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,201
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Exobasidiomycetes;Order_NA;Family_NA;Genus_NA;Exobasidiomycetidae_sp_IBL_03150,2
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula;mucilaginosa,9
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;sebi,1716
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;sp_BF036,1
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_endophyte,2
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_endophyte_sp_M1_3121,9
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedcompost_fungus,4
DAH_CF_ITS,Sputum_042512_C,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,1281
DAH_CF_ITS,Sputum_042512_C,Unknown,30
DAH_CF_ITS,Sputum_042512_D,Eukarya,85
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedAscomycota,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Dothideomycetes;Pleosporales;Family_NA;Phoma;plurivora,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Mollisia;incrustata,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida,236
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;albicans,17140
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Family_NA;Candida;parapsilosis,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae,9
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;pombe,1452
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Genus_NA;unculturedMalasseziales,6
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Basidiomycota;Class_NA;Malasseziales;Family_NA;Malassezia;sp_LCP_2008a,23
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Basidiomycota;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedBasidiomycota,43
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_Basidiomycota;Microbotryomycetes;Sporidiobolales;Family_NA;Rhodotorula;mucilaginosa,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;fungal_endophyte,1
DAH_CF_ITS,Sputum_042512_D,Eukarya;Fungi_NA;Class_NA;Order_NA;Family_NA;Genus_NA;unculturedfungus,547
DAH_CF_ITS,Sputum_042512_D,Unknown,5
